quantity_match,unit_match,price_match,price_per_unit_match,is_promo,promo_price_per_unit_match,brand,description,image_url,origin,price,price_per_unit,product_id,promo_price,shelter_child,shelter_main,shelter_parent,url,shelter,is_available,clean_name,ean,is_frozen
0.28,kg,6.2,22.14,False,6.2,,Viande bovine 2x pavé *** à griller Bio - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1010652&use=l&cat=p&typeid=i,,6.20 €,22.14 € / kg,54136,6.20 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-54136-Viande-bovine-2x-pave-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin pavé île,3266110097003,False
0.16,kg,4.46,27.88,False,4.46,Bio Village,Viande bovine Fr Bio Village Faux filet - 160g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1167545&use=l&cat=p&typeid=i,,4.46 €,27.88 € / kg,53023,4.46 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-53023-Viande-bovine-Fr-Bio-Village.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin frisé la au filet,3661112098100,False
0.16,kg,4.85,30.31,False,4.85,,Viande bovine 1x faux filet *** à griller Bio - 160g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1010562&use=l&cat=p&typeid=i,,4.85 €,30.31 € / kg,54134,4.85 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-54134-Viande-bovine-1x-faux-filet-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin au filet île,3266110094989,False
0.2,kg,4.99,24.95,False,4.99,Charal,Faux filet *** Charal  x1 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1597256&use=l&cat=p&typeid=i,,4.99 €,24.95 € / kg,48504,4.99 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-48504-Faux-filet-Charal.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,au filet,3181238942205,False
0.16,kg,3.35,20.94,False,3.35,Férial,Viande bovine  Férial 1x  faux filet *** à griller - 160g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1167518&use=l&cat=p&typeid=i,,3.35 €,20.94 € / kg,16934,3.35 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16934-Viande-bovine-Ferial-1x-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin au filet île,3661112082826,False
0.2,kg,5.54,27.7,False,5.54,,Faux filet viande Limousine 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1597826&use=l&cat=p&typeid=i,,5.54 €,27.70 € / kg,85455,5.54 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-85455-Faux-filet-viande-Limousine.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,au filet viande,3497720367754,False
0.32,kg,6.34,19.81,False,6.34,,Viande bovine 2x faux filet *** à griller - 320g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727581&use=l&cat=p&typeid=i,France,6.34 €,19.81 € / kg,7304,6.34 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7304-Viande-bovine-2x-faux-filet-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin au filet île 3,3266110093814,false
0.16,kg,3.49,21.81,False,3.49,,Viande bovine 1x faux filet *** à griller - 160g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727585&use=l&cat=p&typeid=i,France,3.49 €,21.81 € / kg,7303,3.49 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7303-Viande-bovine-1x-faux-filet-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin au filet île,3266110093807,False
0.17,kg,4.95,29.12,False,4.95,,Viande bovine 1x entrecôte *** à griller Bio - 170g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1010566&use=l&cat=p&typeid=i,,4.95 €,29.12 € / kg,54133,4.95 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-54133-Viande-bovine-1x-entrecote-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin entrecôte île,3266110094965,False
0.34,kg,7.96,23.41,False,7.96,,Viande bovine 2x entrecôte *** à griller - 340g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727561&use=l&cat=p&typeid=i,France,7.96 €,23.41 € / kg,27053,7.96 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27053-Viande-bovine-2x-entrecote-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin entrecôte île 3,3266110094392,False
0.36,kg,9.8,27.22,False,9.8,,Viande bovine Charolaise 2x entrecôte *** à griller 360g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727613&use=l&cat=p&typeid=i,France,9.80 €,27.22 € / kg,26246,9.80 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26246-Viande-bovine-Charolaise.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin la entrecôte île 3,3266110093548,False
0.3,kg,6.99,23.3,False,6.99,,Viande bovine 1x entrecôte*** Epaisse à griller - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727593&use=l&cat=p&typeid=i,f'rance,6.99 €,23.30 € / kg,26672,6.99 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26672-Viande-bovine-1x-entrecote.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin entrecôte épaisse île 3,3266110093654,False
0.17,kg,3.94,23.18,False,3.94,,Viande bovine 1x entrecôte *** à griller - 170g,https://fd4-photos.leclercdrive.fr/image.ashx?id=733337&use=l&cat=p&typeid=i,France,3.94 €,23.18 € / kg,27052,3.94 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27052-Viande-bovine-1x-entrecote-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin entrecôte île,3266110094385,False
0.28,kg,5.54,19.79,False,5.54,Férial,Bavette Viande bovine Férial  Aloyau ***à griller x2 - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1413075&use=l&cat=p&typeid=i,,5.54 €,19.79 € / kg,16824,5.54 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16824-Bavette-Viande-bovine-Ferial-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,bavette viande vin au île,3661112082888,False
0.26,kg,7.45,28.65,False,7.45,Charal,Bavette d'Aloyau *** Charal 2x130g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1576869&use=l&cat=p&typeid=i,,7.45 €,28.65 € / kg,41359,7.45 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-41359-Bavette-dAloyau-Charal.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,bavette au 3,3181238942403,False
0.28,kg,6.64,23.71,False,6.64,,Viande bovine 2x bavette Aloyau *** à griller - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727577&use=l&cat=p&typeid=i,France,6.64 €,23.71 € / kg,26250,6.64 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26250-Viande-bovine-2x-bavette.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin bavette au île,3266110094323,False
0.28,kg,11.5,41.07,False,11.5,Charal,Tournedos *** Charal 2x140g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1576830&use=l&cat=p&typeid=i,,11.50 €,41.07 € / kg,41358,11.50 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-41358-Tournedos-Charal.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,tournedos,3181238942281,False
0.28,kg,8.69,31.04,False,8.69,Férial,Viande bovine Férial tournedos *** à griller 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1403478&use=l&cat=p&typeid=i,,8.69 €,31.04 € / kg,16839,8.69 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16839-Viande-bovine-Ferial.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin tournedos île,3661112082901,False
0.28,kg,5.66,20.21,False,5.66,,Viande bovine 2x pavé *** tournedos à griller - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727625&use=l&cat=p&typeid=i,France,5.66 €,20.21 € / kg,26671,5.66 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26671-Viande-bovine-2x-pave-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin pavé tournedos île,3266110093142,False
0.24,kg,4.99,20.79,False,4.99,,Viande bovine Bio vilage Vbf - steak*** - 2x120g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1167548&use=l&cat=p&typeid=i,,4.99 €,20.79 € / kg,53022,4.99 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-53022-Viande-bovine-Bio-vilage.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin la steak,3661112098117,False
0.26,kg,5.4,20.77,False,5.4,,Viande bovine Bio 2x steak** A griller - 260g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727633&use=l&cat=p&typeid=i,France,5.40 €,20.77 € / kg,16504,5.40 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16504-Viande-bovine-Bio-2x-steak.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin steak sarasin île,3266110093012,False
0.3,kg,5.89,19.63,False,5.89,Charal,Viande bovine Charal3x steak*** à griller - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1713870&use=l&cat=p&typeid=i,,5.89 €,19.63 € / kg,3904,5.89 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3904-Viande-bovine-Charal3x-steak.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin 3 steak île 3,3181232200943,False
0.16,kg,3.85,24.06,False,3.85,Charal,Viande Bovine Française Charal: Mini Bifteck x2 - 160g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1578669&use=l&cat=p&typeid=i,,3.85 €,24.06 € / kg,2912,3.85 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-2912-Viande-Bovine-Francaise-Charal.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin mini bifteck,3181232200950,False
0.28,kg,3.83,13.68,False,3.83,Férial,Viande bovine Férial steak ** à griller - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1167524&use=l&cat=p&typeid=i,,3.83 €,13.68 € / kg,16805,3.83 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16805-Viande-bovine-Ferial.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin steak île,3661112082857,False
0.28,kg,5.17,18.46,False,5.17,,Seak viande limousine  2x140 g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1594913&use=l&cat=p&typeid=i,,5.17 €,18.46 € / kg,85492,5.17 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-85492-Seak-viande-limousine-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,steak viande mogette,3497720367778,False
0.28,kg,8.08,28.86,False,8.08,,Pavé de Rumsteak x2 Viande limousine - 140g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1583408&use=l&cat=p&typeid=i,,8.08 €,28.86 € / kg,85456,8.08 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-85456-Pave-de-Rumsteak-x2.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,pavé de rumsteak viande,3497720367761,False
0.52,kg,9.0,17.31,False,9.0,,Viande bovine 4x steak ** à griller - 520g,https://fd4-photos.leclercdrive.fr/image.ashx?id=737648&use=l&cat=p&typeid=i,France,9.00 €,17.31 € / kg,27051,9.00 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27051-Viande-bovine-4x-steak-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin steak île 5,3266110094378,False
0.26,kg,4.68,18.0,False,4.68,,Viande bovine 2x steak ** à griller - 260g,https://fd4-photos.leclercdrive.fr/image.ashx?id=733341&use=l&cat=p&typeid=i,France,4.68 €,18.00 € / kg,7415,4.68 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7415-Viande-bovine-2x-steak-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin steak île,3266110093692,False
0.52,kg,8.0,15.38,False,8.0,,Viande Bovine 4x steak* à griller - 520g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727549&use=l&cat=p&typeid=i,France,8.00 €,15.38 € / kg,27493,8.00 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27493-Viande-Bovine-4x-steak.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin steak île 5,3266110094507,False
0.28,kg,5.28,18.86,False,5.28,,Viande bovine Charolaise 2x steak  *** à griller - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727605&use=l&cat=p&typeid=i,France,5.28 €,18.86 € / kg,26248,5.28 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26248-Viande-bovine-Charolaise.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin la steak île,3266110093562,False
0.13,kg,2.79,21.46,False,2.79,Charal,Steak *** Charal 130g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1578243&use=l&cat=p&typeid=i,,2.79 €,21.46 € / kg,41357,2.79 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-41357-Steak-Charal.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,steak 3,3181238941444,False
0.28,kg,5.49,19.61,False,5.49,,Viande bovine 2x pavé *** à griller - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727569&use=l&cat=p&typeid=i,France,5.49 €,19.61 € / kg,26251,5.49 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26251-Viande-bovine-2x-pave-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin pavé île,3266110094347,False
0.23,kg,4.99,21.7,False,4.99,Charal,Viande Bovine Charal  Carpaccio au parmesan - 230g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1708551&use=l&cat=p&typeid=i,,4.99 €,21.70 € / kg,3921,4.99 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3921-Viande-Bovine-Charal-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin carpaccio au parmesan 3,3181232180504,False
0.23,kg,4.99,21.7,False,4.99,Charal,Carpaccio Charal olives Viande bovine française-  230g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1708548&use=l&cat=p&typeid=i,,4.99 €,21.70 € / kg,3920,4.99 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3920-Carpaccio-Charal-olives.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,carpaccio olives viande vin 3,3181232180511,False
0.23,kg,4.99,21.7,False,4.99,,Carpaccio au basilic Viande bovine - 230g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1708557&use=l&cat=p&typeid=i,,4.99 €,21.70 € / kg,3922,4.99 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3922-Carpaccio-au-basilic.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,carpaccio au basilic viande vin 3,3181232180559,False
0.2,kg,3.63,18.15,False,3.63,Férial,Viande Bovine Férial : Carpaccio basilic - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1010892&use=l&cat=p&typeid=i,,3.63 €,18.15 € / kg,18749,3.63 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18749-Viande-Bovine-Ferial-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin carpaccio basilic,3661112037819,False
0.2,kg,3.51,17.55,False,3.51,Férial,Viande Bovine Férial Carpaccio parmesan 18 tr - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1010872&use=l&cat=p&typeid=i,,3.51 €,17.55 € / kg,23510,3.51 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-23510-Viande-Bovine-Ferial.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin carpaccio parmesan citrouille,3661112082734,False
0.19,kg,3.95,20.79,False,3.95,Bigard,Viande Bovine Bigard Carpaccio olive basilic - 190g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1720680&use=l&cat=p&typeid=i,,3.95 €,20.79 € / kg,25311,3.95 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-25311-Viande-Bovine-Bigard.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin carpaccio olive basilic,3273230298968,False
0.19,kg,3.9,20.53,False,3.9,Bigard,Viande Bovine Bigard Carpaccio au parmesan - 190g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1570141&use=l&cat=p&typeid=i,,3.90 €,20.53 € / kg,25312,3.90 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-25312-Viande-Bovine-Bigard.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin carpaccio au parmesan,3273230298999,false
0.75,kg,15.95,21.27,False,15.95,,Viande bovine Rumsteak***  Bio  A rôtir - 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727629&use=l&cat=p&typeid=i,France,15.95 €,21.27 € / kg,16506,15.95 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16506-Viande-bovine-Rumsteak-Bio-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin rumsteak sarasin 5,3266110093029,False
0.75,kg,13.38,17.84,False,13.38,,Viande bovine : Rôti** Charolaise - 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=744670&use=l&cat=p&typeid=i,France,13.38 €,17.84 € / kg,38900,13.38 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-38900-Viande-bovine-Roti.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin rôti la 5,3266110098765,False
0.6,kg,10.11,16.85,False,10.11,,Viande bovine 1x rôti ** 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727617&use=l&cat=p&typeid=i,France,10.11 €,16.85 € / kg,7417,10.11 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7417-Viande-bovine-1x-roti-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin rôti,3266110093364,False
0.28,kg,6.8,24.29,False,6.8,Charal,Viande bovine Charal 2xpavé ***  à griller - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1616889&use=l&cat=p&typeid=i,,6.80 €,24.29 € / kg,3912,6.80 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3912-Viande-bovine-Charal-2xpave-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin pavé île,3181232201032,False
0.28,kg,5.87,20.96,False,5.87,Férial,Viande bovine Férial 2x pavé*** à griller - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1167527&use=l&cat=p&typeid=i,,5.87 €,20.96 € / kg,16846,5.87 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16846-Viande-bovine-Ferial-2x-pave.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin pavé île,3661112082864,False
0.24,kg,4.1,17.08,False,4.1,Férial,Viande Bovine Française Férial Pavé à l'échalote x2 - 240g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1167539&use=l&cat=p&typeid=i,,4.10 €,17.08 € / kg,18746,4.10 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18746-Viande-Bovine-Francaise-Ferial.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin pavé échalote,3661112086220,False
0.24,kg,3.38,14.08,False,3.38,Férial,Viande Bovine Française Férial: Pavé mariné nature x2 - 240g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1167536&use=l&cat=p&typeid=i,,3.38 €,14.08 € / kg,18748,3.38 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18748-Viande-Bovine-Francaise-Ferial.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin pavé mariné nature,3661112086206,False
0.24,kg,4.25,17.71,False,4.25,Férial,Viande Bovine Française Férial: Pavé marinés 3 poivres x2 -240g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1167542&use=l&cat=p&typeid=i,,4.25 €,17.71 € / kg,18747,4.25 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18747-Viande-Bovine-Francaise-Ferial.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin pavé mariné 3 poivres,3661112086244,False
0.26,kg,4.34,16.69,False,4.34,Tendre & Plus,Pavé de boeuf Tendre & Plus natur,https://fd4-photos.leclercdrive.fr/image.ashx?id=1732081&use=l&cat=p&typeid=i,,4.34 €,16.69 € / kg,69828,4.34 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-69828-Pave-de-boeuf-Tendre-Plus.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,pavé de boeuf en nature,3265980164259,False
0.24,kg,4.6,19.17,False,4.6,Charal,Tendre de boeuf Charal  2x120g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1597310&use=l&cat=p&typeid=i,,4.60 €,19.17 € / kg,48179,4.60 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-48179-Tendre-de-boeuf-Charal-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,en de boeuf,3181238931377,False
0.26,kg,4.9,18.85,False,4.9,Charal,Viande Bovine Française Charal: Pavé aux 3 poivres x2 - 260g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1577025&use=l&cat=p&typeid=i,,4.90 €,18.85 € / kg,3917,4.90 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3917-Viande-Bovine-Francaise-Charal.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin pavé aux 3 poivres,3181232180801,False
0.26,kg,4.9,18.85,False,4.9,Charal,Viande Bovine Française Charal: Pavé à l'échalote x2 - 260g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1616895&use=l&cat=p&typeid=i,,4.90 €,18.85 € / kg,3918,4.90 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3918-Viande-Bovine-Francaise-Charal.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin pavé échalote,3181232180856,False
0.2,kg,4.99,24.95,False,4.99,,Petit Pavé de Boeuf x4 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1732505&use=l&cat=p&typeid=i,,4.99 €,24.95 € / kg,103336,4.99 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-103336-Petit-Pave-de-Boeuf-x4.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,petit pavé de boeuf,3181238969424,False
0.4,kg,6.07,15.18,False,6.07,,Viande bovine Bio  bourguignon*** à mijoter - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=734691&use=l&cat=p&typeid=i,France,6.07 €,15.18 € / kg,16507,6.07 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16507-Viande-bovine-Bio-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin bourguignon,3266110093050,False
0.6,kg,5.95,9.92,False,5.95,,Viande bovine bourguignon *** à mijoter - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727621&use=l&cat=p&typeid=i,France,5.95 €,9.92 € / kg,7178,5.95 €,Viande bovine,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7178-Viande-bovine-bourguignon-.aspx,"['Viandes Poissons', 'Boucherie', 'Viande bovine']",,viande vin bourguignon,3266110093173,False
